Title,Authors,Year,Tags,Abstract,URL,Zotero Key
Human Trafficking ICD-10 Code Utilization in Pediatric Tertiary Care Centers Within the United States,"Anjali Garg, Preeti Panda, Sindhoosha Malay and Katherine N. Slain",,"Healthcare, Mental Health, Social Work",,https://www.frontiersin.org/articles/10.3389/fped.2022.818043/full,XK5QX2KD
Cyprus and the Global Polemics of Sex Trade and Sex Trafficking: Colonial and Postcolonial Connections,Angelo G. Constantinou,,"Public Policy, Social Work",,https://journals.sagepub.com/doi/abs/10.1177/1057567713501517,8ZQA3ZSR
Two birds with one stone? Implications of conditional assistance in victim protection and prosecution of traffickers,Anette Brunovskis and May-Len Skilbrei,,Public Policy,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2977533,Z7WBJ6D2
Human Trafficking on Trial: Dissecting the Adjudication of Sex Trafficking Cases in Cyprus,Angelo G. Constantinou,,"Lived Experience, Public Policy",,https://link.springer.com/article/10.1007/s10691-013-9243-z,PHIZ4DJB
Is crime displacement inevitable? Lessons from the enforcement of laws against prostitution-related human trafficking in Cyprus,Angelo G. Constantinou,,Public Policy,,https://journals.sagepub.com/doi/abs/10.1177/1477370815617190,TT9KUU58
From the Trenches: A Global Survey of Anti-TIP NGOs and Their Views of U.S. Efforts,Andrew Heiss & Judith G. Kelley,,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2016.1199241,NJUZPGRJ
"Identification work: Ambivalence, qualms and resistance in social workers’ identification of trafficking victims",Anette Brunovskis,,Mental Health,,https://journals.sagepub.com/doi/10.1177/00208728221126263,RUITGX3U
The Vulnerability of Minors after a Child Trafficking Situation,Andrea Querol & Antonia Lerner,,"Mental Health, Social Work",,https://www.tandfonline.com/doi/abs/10.1080/23322705.2021.1996126,QEPG29WX
Application of a Child Sex Trafficking Screening Tool in Patients with Abuse: A Retrospective Chart Review in the Pediatric Emergency Department,"Andrea S. Ellis, Angela M. Brown, Abigail I. Martini, Erica Page, Li Lin, Lisa M. Vaughn",,"Healthcare, Social Work",,https://www.jpedhc.org/article/S0891-5245(22)00002-5/fulltext,2TZDV99T
"An integrated model of human trafficking response in the prosecution process: restorative justice, therapeutic jurisprudence, survivor centered practice and anti-oppressive practice","Andrea Nichols, Erin J. Heil",,"Mental Health, Social Work",,https://www.researchgate.net/publication/374084687_An_integrated_model_of_human_trafficking_response_in_the_prosecution_process_restorative_justice_therapeutic_jurisprudence_survivor_centered_practice_and_anti-oppressive_practice,TJIF87GR
"A Method to Develop a Statewide Resource Guide, Needs Assessment, and Service Inventory to Respond to Human Trafficking","Andrea Nichols, Kathleen Preble",,"Lived Experience, Social Work",,https://digitalcommons.uri.edu/dignity/vol7/iss3/4/,XF8C429N
Practitioners’ Perspectives of Family Involved Sex Trafficking of Minors: Implications for Practice,"Andrea Nichols, Melissa Oberstaedt, Sarah Slutsker, Kourtney Gilbert",,"Mental Health, Social Work",,https://www.researchgate.net/publication/374194347_Practitioners'_Perspectives_of_Family_Involved_Sex_Trafficking_of_Minors_Implications_for_Practice,5H6H4PGW
Team Approaches to Addressing Sex Trafficking of Minors: Promising Practices for a Collaborative Model,"Andrea Nichols, Sarah Slutsker, Melissa Oberstaedt and Kourtney Gilbert",,"Law Enforcement, Social Work",,https://www.mdpi.com/2075-4698/13/3/66,PN2MVMB2
An Examination of Sex Trafficking by Race and Ethnicity in the State of Missouri on State and Local Levels: Implications for Anti-Oppressive Practice,"Andrea J. Nichols, Kathleen Preble, Ashley Cox, Ethan Nichols & Willow Amann",,"Mental Health, Public Policy, Social Work",,https://www.tandfonline.com/doi/abs/10.1080/23322705.2023.2225993,IHGBFN5F
What’s in a Name? Benefits and Challenges of Anti-Trafficking Language in Social Service Provider Perspective,"Andrea J. Nichols, Lara B. Gerassi & Kelly Snider",,"Mental Health, Public Policy",,https://www.tandfonline.com/doi/full/10.1080/23322705.2018.1423448,BKRJTHRI
Provider challenges in responding to retrafficking of juvenile justice-involved domestic minor sex trafficking survivors,"Andrea J. Nichols, Lara B. Gerassi, Kourtney Gilbert, Emily Taylor",,"Mental Health, Social Work",,https://www.sciencedirect.com/science/article/pii/S0145213422000400,9S2F4WA3
Human Trafficking of People with a Disability: An Analysis of State and Federal Cases,Andrea Nichols & Erin Heil,,"Public Policy, Social Work",,https://digitalcommons.uri.edu/dignity/vol7/iss1/1/,XQH57Z98
A Pilot Study Comparing Sex Trafficking Indicators Exhibited by Adult and Minor Service Populations,Andrea J. Nichols & Ashley Cox,,Public Policy,,https://www.tandfonline.com/doi/abs/10.1080/23322705.2021.1898173,RE4Q7VIV
Prosecuting Buyers in Human Trafficking Cases: An Analysis of the Implications of United States v. Jungers and United States v. Bonestroo,"Andrea J. Nichols, Erin Heil",,Public Policy,,https://digitalcommons.uri.edu/cgi/viewcontent.cgi?referer=&httpsredir=1&article=1068&context=dignity,DEA3ISRI
Challenges to Identifying and Prosecuting Sex Trafficking Cases in the Midwest United States,"Andrea J. Nichols, Erin Heil",,Public Policy,,https://journals.sagepub.com/doi/10.1177/1557085113519490,P9DTTV5S
A State-Level Analysis of Demographic Characteristics and Sex Trafficking Experiences of Survivors,"Andrea J. Nichols, Kathleen Preble & Ashley Cox",,"Lived Experience, Mental Health, Social Work",,https://www.tandfonline.com/doi/abs/10.1080/23322705.2021.2016268,HDV5SJ96
"The Prevalence of Bonded Labor in Three Districts of Karnataka State, India: Using a Unique Application of Mark-Recapture for Estimation","Andee Cooper Parks, Sheldon Zhang, Kyle Vincent & Alesha Guruswamy Rusk",,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2018.1471576,TBSKVZIC
Effectiveness of an 8-week Curriculum in Changing Medical Student Self-assessment of Knowledge and Confidence toward Sex Trafficking,"Anastasia Ruiz, Sabrina Deleon, Regina Baronia, Cheryl Antal, Michelle Terry & Sarah Wakefield",,Needs Review,,https://www.tandfonline.com/doi/abs/10.1080/23322705.2022.2034379,9JCRTDH3
Addressing the psychological trauma in human trafficking victims: A brief review,"Ana Cunha, Gabriela Martinho, Mariana Gonçalves, and Marlene Matos",,"Healthcare, Social Work",,https://psycnet.apa.org/doiLanding?doi=10.1037%2Ftra0001341,IDRX7DWF
"A study of public establishment-based and private network commercial sexual exploitation in Kolkata and Mumbai, India","Andee Cooper Parks, Kyle Vincent, Ashley Russell, Zixin Nie & Alesha Guruswamy Rusk",,Public Policy,,https://www.tandfonline.com/doi/full/10.1080/23322705.2018.1488483,FDVTFAUT
Police perceptions of human trafficking,"Amy Farrel, Rebecca Pfeffer, and Katherine Bright",,"Lived Experience, Public Policy",,https://www.tandfonline.com/doi/full/10.1080/0735648X.2014.995412?scroll=top&needAccess=true,ASMWMSG5
The problem of human trafficking in the U.S.: Public frames and policy responses,"Amy Farrel, Stephanie Fahy",,Social Work,,https://www.sciencedirect.com/science/article/pii/S0047235209001159,ZVMFGQWR
Using U.S. Law-Enforcement Data: Promise and Limits in Measuring Human Trafficking,Amy Farrell & Jessica Reichert,,Public Policy,,https://www.tandfonline.com/doi/full/10.1080/23322705.2017.1280324,WNZW2MQV
Policing labor trafficking in the United States,"Amy Farrell, Katherine Bright, Ieke de Vries, Rebecca Pfeffer & Meredith Dank",,Public Policy,,https://link.springer.com/article/10.1007/s12117-019-09367-6,3IJKAP2V
"Lifelong Wellbeing for Survivors of Sex Trafficking: Collaborative Perspectives from Survivors, Researchers, and Service Providers","Amy Vatne Bintliff, Christine Stark, Lori DiPrete Brown, Araceli Alonso",,"Lived Experience, Social Work",,https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1120&context=dignity,B6U543AM
The Effect of Gang Organization on Coordinated Sex Trafficking,Ami Carpenter,,Needs Review,,https://www.tandfonline.com/doi/full/10.1080/23322705.2024.2327948,G7B6E8V7
Rituals as a Control Mechanism in Human Trafficking: Systematic Review and Thematic Synthesis of Qualitative Literature,"Amy Chisholm, Isabel Mark, Silvana Unigwe & Cornelius Katona",,"Mental Health, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2022.2062563,STNXKW7C
Policing human trafficking: Cultural blinders and organizational barriers.,Amy Farrel and Rebecca Pfeffer,,Public Policy,,https://www.researchgate.net/publication/273588721_Policing_Human_Trafficking_Cultural_Blinders_and_Organizational_Barriers,XWHA8FNG
New Laws but few cases: understanding the challenges to the investigation and prosecution of human trafficking cases,"Amy Farrel, Colleen Owens, Jack McDevitt",,Public Policy,,https://link.springer.com/article/10.1007/s10611-013-9442-1,MHNK4AZ8
Tortured between Two Hells: A Qualitative Analysis of the Collective Social Normalization of the Trafficking of Brides from Myanmar to China,Alvin Hoi-Chun Hung,,"Public Policy, Social Work",,https://www.tandfonline.com/doi/abs/10.1080/23322705.2021.1934310,Z7KRB5QX
Child Trafficking and Child Welfare,Amanda West,,"Mental Health, Public Policy",,https://www.tandfonline.com/doi/full/10.1080/23322705.2016.1175046,PQCTEPB2
"‘Pimps'' Self-presentations in the Interview Setting: ‘Good Me,’ ‘Bad Me,’ and ‘Badass Me’","Amber Horning, Roisin Bermingham, Julie Sriken & Christopher Thomas",,Mental Health,,https://www.tandfonline.com/doi/abs/10.1080/23322705.2022.2078592,D4JHA7Q2
Hope to Despair: Children and Young People’s Lived Experiences of Trafficking Abuse,Alinka Gearon,,"Lived Experience, Social Work",,https://academic.oup.com/bjsw/article/52/6/3347/6462541,XNZSITUF
Assessing the Effectiveness of a Trauma-Oriented Approach to Treating Prostituted Women in a Prison and a Community Exiting Program,Allison Ward & Dominique Roe-Sepowitz,,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/abs/10.1080/10926770902809837,A2MKATQ2
Towards a Spatial Analysis of Refugees Working Outside Camps,Alice Neikirk & Ray Nickson,,"Public Policy, Social Work",,https://www.tandfonline.com/doi/abs/10.1080/23322705.2023.2185868,EME3HCMZ
Child Trafficking: Young People’s Experiences of Front-Line Services in England,Alinka Gearon,,"Lived Experience, Social Work",,https://academic.oup.com/bjc/article/59/2/481/5129105#130734388,DKQ79MX5
Human Trafficking: When to Suspect in the Pediatric Emergency Department?,Alexandra Cheetham & Irene Hurst,,"Mental Health, Public Policy, Social Work",,https://pubmed.ncbi.nlm.nih.gov/35358145/,2ISDPB6X
Integrating curricula on human trafficking into medical education and residency training,"Aimee M. Grace, Roy Ahn, Wendy L Marcias-Konstantopoulos",,"Public Policy, Social Work",,https://www.researchgate.net/publication/264126324_Integrating_Curricula_on_Human_Trafficking_Into_Medical_Education_and_Residency_Training,XKEM7P56
Victims of human trafficking and exploitation in the healthcare system: a retrospective study using a large multi-state dataset and ICD-10 codes,"Alexander Gutfraind, Kezban Yagci Sokat, Guido Muscioni, Sami Alahmadi, Jonathan Hudlow, Ronald Hershow & Beau Norgeot",,"Law Enforcement, Lived Experience, Social Work",,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2023.1243413/full,4MSVHHZW
Preventing Trafficking in Organs for Transplantation: An Important Facet of the Fight Against Human Trafficking,Alexander M. Capron & Francis L. Delmonico,,"Healthcare, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2015.1011491,TPPFA7QA
Advancing Equity for Immigrant Children Who Have Experienced Human Trafficking,"Abishek Bala, Jessa Crisp, Tanisha Knighton, Melissa Torres, Suzan Song",,"Lived Experience, Public Policy, Social Work",,https://www.sciencedirect.com/science/article/pii/S1876285923002012?dgcid=coauthor,8IPJRAI8
"""Spotting the signs"" of trafficking recruitment online: exploring the characteristics of advertisements targeted at migrant job-seekers","Ada Volodko, Ella Cockbain & Bennett Kleinberg",,Public Policy,,https://link.springer.com/article/10.1007/s12117-019-09376-5,87FXD54C
"An Integrated, Trauma-Informed Care Model for Female Survivors of Sexual Violence: The Engage, Motivate, Protect, Organize, Self-Worth, Educate, Respect (EMPOWER) Clinic."," Ades, Veronica; Wu, Stephanie; Rabinowitz, Emily; Chemouni Bach, Sonya; Goddard, Brian; Pearson Ayala, Savannah; Greene,  Judy",,"Mental Health, Social Work",,https://www.ncbi.nlm.nih.gov/pubmed/30870277,KB43SV7Q
“They Don’t Give a Damn About Us”: A Qualitative Study on Experiences and Perceptions Underlying Racial Disparities in Sex Trafficking Specialty Docket Programs,"Aaron Murnan, Gwen England, Caneacha Matthews, Sam Boch, Islam Qasem, Samantha Bates & Sarah Manchak",,"Lived Experience, Mental Health, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2024.2321091,A8EWMGCF
,,,Needs Review,,https://www.tandfonline.com/doi/abs/10.1080/10926770902809837,WBJXGNKM
Assessing the Effectiveness of a Trauma-Oriented Approach to Treating Prostituted Women in a Prison and a Community Exiting Program,"Allison Ward, Dominique Roe-Sepowitz",2009,"Lived Experience, Social Work",,http://www.tandfonline.com/doi/abs/10.1080/10926770902809837,GCVBJAAE
,,,Needs Review,,https://www.tandfonline.com/doi/abs/10.1080/23322705.2020.1777828,PH2PIAQW
Building Slavery-free Communities: A Resilience Framework,"Alison Gardner, Phil Northall, Ben Brewster",2021,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2020.1777828,HNMKXMEG
,,,Needs Review,,https://academic.oup.com/bjsw/article/52/6/3347/6462541,37FW5UUN
,,,Needs Review,,https://researchportal.bath.ac.uk/en/publications/child-trafficking-moral-panic-blame-disrepute-and-loss,ZSW2ZF9K
"Child trafficking’ moral panic: blame, disrepute and loss",Alinka Gearon,2015,"Mental Health, Social Work","‘Child trafficking’ has recently been critically positioned within moral panic theory by authors such as Westwood (2010) and Cree et al. (2014) making links between historical and present day presentations of this social issue. This paper contributes to this discussion but is distinct in its central concern; how separated and moving children and young people experience the present UK ‘child trafficking’ framework, in the midst of moral panic. Moral panics create conditions of blame, disrepute and loss, which this paper explores in relation to ‘child trafficking’ policy and practice and considersthe implications for trafficked children. (Non-)contemporary concepts of childhood underpinning the ‘child trafficking’ framework are examined, which posit children and childhood dichotomously as either innocent and lost, passive to abuse and wholly dependent on adult protection or as complicit, undeserving threats. In ‘child trafficking’ policy and practice, these constructs variably punish or ‘protect’ children, failing to address this group of children’s needs.In the current climate of moral panics about social phenomena that seemingly threaten our social fabric and moral order (Critcher, 2009) through ‘enacted melodramas’ (Wright, 2015), social work research needs to critically engage with ‘claims-makers’ (Clapton et al., 2013) and present alternative renderings of social problems. This paper argues that social work research is well placed to redress moral panics through its activity in engaging ethically with people who are marginalised with difficult social problem",,SA553JXN
,,,Needs Review,,https://www.tandfonline.com/doi/full/10.1080/23322705.2022.2050991,3Q67SEXU
Overcoming Digital Exclusion during the COVID-19 Pandemic: Impact of Mobile Technology for Survivors of Modern Slavery and Human Trafficking – A Mixed Method Study of Survivors and Support Service Provider Views,"Alice Malpass, Kate Garbers, Lauren Saunders, Jeremy Horwood, Hugh McLeod, Eric Anderson, Michelle Farr",2024,"Lived Experience, Social Work",,https://www.tandfonline.com/doi/full/10.1080/23322705.2022.2050991,BBUSWCKW
